module,name,title,description,type,format,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,encodings,ordered,missingValues,trueValues,falseValues,repo_link,standardsMappings.type,standardsMappings.label,standardsMappings.url,standardsMappings.source,standardsMappings.id,relatedConcepts.type,relatedConcepts.label,relatedConcepts.url,relatedConcepts.source,relatedConcepts.id,univarStats.median,univarStats.mean,univarStats.std,univarStats.min,univarStats.max,univarStats.mode,univarStats.count,univarStats.twentyFifthPercentile,univarStats.seventyFifthPercentile,univarStats.categoricalMarginals.name,univarStats.categoricalMarginals.count
baseline_interview,bl_treat_utility21___25,Bl_Treat_Utility21: Family or friends helped me stop using medicines or drugs,"Treatment Utilization

I am going to read you a list of community agencies and professionals people sometimes visit for treatment services.
For each one, please tell me if you have ever in your lifetime gone there for any reason related to your alcohol or drug use.: 21. What were your reasons for not getting help? (show card, check all that apply)[choice=Family or friends helped me stop using medicines or drugs]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_treat_utility21___26,Bl_Treat_Utility21: Tried getting help before and it didn't work,"Treatment Utilization

I am going to read you a list of community agencies and professionals people sometimes visit for treatment services.
For each one, please tell me if you have ever in your lifetime gone there for any reason related to your alcohol or drug use.: 21. What were your reasons for not getting help? (show card, check all that apply)[choice=Tried getting help before and it didn't work]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_treat_utility21___27,Bl_Treat_Utility21: Was afraid my children would be taken away,"Treatment Utilization

I am going to read you a list of community agencies and professionals people sometimes visit for treatment services.
For each one, please tell me if you have ever in your lifetime gone there for any reason related to your alcohol or drug use.: 21. What were your reasons for not getting help? (show card, check all that apply)[choice=Was afraid my children would be taken away]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_treat_utility21___28,Bl_Treat_Utility21: My religious beliefs don't allow me to go for treatment,"Treatment Utilization

I am going to read you a list of community agencies and professionals people sometimes visit for treatment services.
For each one, please tell me if you have ever in your lifetime gone there for any reason related to your alcohol or drug use.: 21. What were your reasons for not getting help? (show card, check all that apply)[choice=My religious beliefs don't allow me to go for treatment]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_treat_utility21___29,Bl_Treat_Utility21: Other reason,"Treatment Utilization

I am going to read you a list of community agencies and professionals people sometimes visit for treatment services.
For each one, please tell me if you have ever in your lifetime gone there for any reason related to your alcohol or drug use.: 21. What were your reasons for not getting help? (show card, check all that apply)[choice=Other reason]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_treat_utility21___99,Bl_Treat_Utility21: Missing,"Treatment Utilization

I am going to read you a list of community agencies and professionals people sometimes visit for treatment services.
For each one, please tell me if you have ever in your lifetime gone there for any reason related to your alcohol or drug use.: 21. What were your reasons for not getting help? (show card, check all that apply)[choice=Missing]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_treat_utility21_other,Other reason (specify),"Treatment Utilization

I am going to read you a list of community agencies and professionals people sometimes visit for treatment services.
For each one, please tell me if you have ever in your lifetime gone there for any reason related to your alcohol or drug use.: Other reason (specify)",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds1,1. Did the participant provide a sample for the drug screen test?,Urine Drug Screen: 1. Did the participant provide a sample for the drug screen test?,integer,,,1|0|9,,,,1=Yes|0=No|9=Missing,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds1a,"1a. If NO, Reason not completed:","Urine Drug Screen: 1a. If NO, Reason not completed:",integer,,,1|2|3|4|5|6,,,,"1=Participant declined to provide sample|2=Not possible to collect due to location (e.g. over the phone, controlled environment)|3=Failed to provide adequate sample|4=Sent but never received|5=Study staff error|6=Other",,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_other,Please specify,Urine Drug Screen: Please specify,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_amp,a. Amphetamine,2. Results of urine drug screen test:: a. Amphetamine,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_barb,b. Barbiturates,2. Results of urine drug screen test:: b. Barbiturates,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_benzo,c. Benzodiazepines,2. Results of urine drug screen test:: c. Benzodiazepines,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_bup,d. Buprenorphine,2. Results of urine drug screen test:: d. Buprenorphine,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_cocaine,e. Cocaine,2. Results of urine drug screen test:: e. Cocaine,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_ecstasy,f. Ecstasy,2. Results of urine drug screen test:: f. Ecstasy,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_marijuana,g. Marijuana,2. Results of urine drug screen test:: g. Marijuana,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_methadone,h. Methadone,2. Results of urine drug screen test:: h. Methadone,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_meth,i. Methamphetamine,2. Results of urine drug screen test:: i. Methamphetamine,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_opiates,j. Morphine / Opiates,2. Results of urine drug screen test:: j. Morphine / Opiates,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_oxy,k. Oxycodone,2. Results of urine drug screen test:: k. Oxycodone,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_phen,l. Phencyclidine,2. Results of urine drug screen test:: l. Phencyclidine,integer,,,1|2|3,,,,1=Positive|2=Negative|3=Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_interview,bl_uds_date,UDS Test Results Date,2. Results of urine drug screen test:: UDS Test Results Date,date,any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,email,Email:,Email:,string,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,marriage_status,1. Which of the following best describes your current relationship status?,"Demographic Information First, we would like to ask you some general questions about yourself.: 1. Which of the following best describes your current relationship status?",integer,,,1|2|3|4|5|6|7|9,,,,"1=Married|2=Single / Never Married|3=Living with someone, but not married|4=In a committed relationship, but not living together|5=Divorced or separated|6=Widowed|7=Something else|9=Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,marriage_other,Something else:,"Demographic Information First, we would like to ask you some general questions about yourself.: Something else:",string,,,,^[a-zA-Z]+$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,ethnic,"2.  Are you of Hispanic, Latino, or Spanish origin?","Demographic Information First, we would like to ask you some general questions about yourself.: 2.  Are you of Hispanic, Latino, or Spanish origin?",integer,,,1|2|9,,,,1=Yes|2=No|9=Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,race___1,Race: Asian,"Demographic Information First, we would like to ask you some general questions about yourself.: 3. Which of the following best describes your racial background? (Select all that apply.)[choice=Asian]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,race___2,Race: Black or African American,"Demographic Information First, we would like to ask you some general questions about yourself.: 3. Which of the following best describes your racial background? (Select all that apply.)[choice=Black or African American]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,race___3,Race: Caucasian/White,"Demographic Information First, we would like to ask you some general questions about yourself.: 3. Which of the following best describes your racial background? (Select all that apply.)[choice=Caucasian/White]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,race___4,Race: Native American/Alaska native,"Demographic Information First, we would like to ask you some general questions about yourself.: 3. Which of the following best describes your racial background? (Select all that apply.)[choice=Native American/Alaska native]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,race___5,Race: Multiracial,"Demographic Information First, we would like to ask you some general questions about yourself.: 3. Which of the following best describes your racial background? (Select all that apply.)[choice=Multiracial]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,race___6,Race: Pacific Islander/ Native Hawaiian,"Demographic Information First, we would like to ask you some general questions about yourself.: 3. Which of the following best describes your racial background? (Select all that apply.)[choice=Pacific Islander/ Native Hawaiian]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,race___7,Race: Something else (please specify),"Demographic Information First, we would like to ask you some general questions about yourself.: 3. Which of the following best describes your racial background? (Select all that apply.)[choice=Something else (please specify)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,race___9,Race: Prefer not to answer,"Demographic Information First, we would like to ask you some general questions about yourself.: 3. Which of the following best describes your racial background? (Select all that apply.)[choice=Prefer not to answer]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,race_other,Something else (please specify):,"Demographic Information First, we would like to ask you some general questions about yourself.: Something else (please specify):",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,sex_orientation,4. What is your current sexual orientation?,"Demographic Information First, we would like to ask you some general questions about yourself.: 4. What is your current sexual orientation?",integer,,,1|2|3|4|5|6|7|9,,,,1=Bisexual|2=Heterosexual / straight|3=Homosexual / Gay / Lesbian|4=Queer|5=Questioning / unsure|6=Pansexual / Polysexual|7=Something else|9=Prefer not to disclose,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,sex_other,Something else (please specify):,"Demographic Information First, we would like to ask you some general questions about yourself.: Something else (please specify):",string,,,,^[a-zA-Z]+$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,education,5. What is the highest level of education you completed?,"Demographic Information First, we would like to ask you some general questions about yourself.: 5. What is the highest level of education you completed?",integer,,,1|2|3|4|5|6|7|8|9|10|99,,,,"1=8th grade or less|2=9th-12th grade, no diploma|3=High school diploma or GED|4=Some college, no degree|5=Vocational/ Technical training|6=Associate's degree|7=Bachelor's degree|8=Some post graduate work, no degree|9=Master's degree|10=Doctoral/Professional degree|99=Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___1,Work: Working full-time (40 or more hours a week),"Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=Working full-time (40 or more hours a week)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___2,Work: Working part-time (up to 39 hours a week),"Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=Working part-time (up to 39 hours a week)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___3,"Work: Unemployed, actively looking for work","Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=Unemployed, actively looking for work]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___4,"Work: Unemployed, not actively looking for work","Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=Unemployed, not actively looking for work]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___5,Work: Unable to work (on illness or sick leave),"Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=Unable to work (on illness or sick leave)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___6,Work: Retired,"Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=Retired]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___7,Work: A student,"Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=A student]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___8,Work: A homemaker,"Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=A homemaker]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___9,Work: On disability,"Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=On disability]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___10,Work: Something else,"Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=Something else]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,work___99,Work: Prefer not to answer,"Demographic Information First, we would like to ask you some general questions about yourself.: 6. What is your current work situation? (Select all that apply.)[choice=Prefer not to answer]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,other_work,Something else:,"Demographic Information First, we would like to ask you some general questions about yourself.: Something else:",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income,7. What was your total household income last year from all sources before taxes? Please include your income and income from anyone else living in your household.,"Demographic Information First, we would like to ask you some general questions about yourself.: 7. What was your total household income last year from all sources before taxes? Please include your income and income from anyone else living in your household.",integer,,,1|2|3|4|5|9,,,,"1=$25,000 or below|2=$25,001 - $50,000|3=$50,001 - $75,000|4=$75,001- $100,000|5=Over $100,000|9=I don't know / prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___1,Income_Sources: Social Security,"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=Social Security]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___2,Income_Sources: Supplemental Security Income (SSI) or Disability benefits,"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=Supplemental Security Income (SSI) or Disability benefits]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___3,Income_Sources: Temporarily Assistance for Needy Families (TANF or Welfare),"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=Temporarily Assistance for Needy Families (TANF or Welfare)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___4,Income_Sources: Supplemental Nutrition Assistance Program (SNAP or Food Stamps),"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=Supplemental Nutrition Assistance Program (SNAP or Food Stamps)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___5,"Income_Sources: Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)","Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___6,Income_Sources: VA Benefits or Disability,"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=VA Benefits or Disability]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___7,Income_Sources: Pension or other Retirement income,"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=Pension or other Retirement income]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___8,Income_Sources: Workers' Compensation Benefits,"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=Workers' Compensation Benefits]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___9,Income_Sources: Something else,"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=Something else]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___10,Income_Sources: I have not received any income from the above sources in the past 12 months,"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=I have not received any income from the above sources in the past 12 months]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,income_sources___99,Income_Sources: Prefer not to answer,"Demographic Information First, we would like to ask you some general questions about yourself.: 8. In the past 12 months, have you received income from any of the following sources? Select all that apply.[choice=Prefer not to answer]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,other_income_source,Something else (please specify):,"Demographic Information First, we would like to ask you some general questions about yourself.: Something else (please specify):",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,hh_income,"9. When you consider your household income from all sources, today, would you say that you are comfortable, have just enough to make ends meet, or do not have enough to make ends meet?","Demographic Information First, we would like to ask you some general questions about yourself.: 9. When you consider your household income from all sources, today, would you say that you are comfortable, have just enough to make ends meet, or do not have enough to make ends meet?",integer,,,1|2|3|9,,,,1=Comfortable|2=Just enough to make ends meet|3=Not enough to make ends meet|9=Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,homeless,10. Are you currently homeless?,"Demographic Information First, we would like to ask you some general questions about yourself.: 10. Are you currently homeless?",integer,,,1|2|9,,,,1=Yes|2=No|9=Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,insurance___1,Insurance: Medicare - Part A only,"Demographic Information First, we would like to ask you some general questions about yourself.: 11. What type of medical insurance do you currently have?[choice=Medicare - Part A only]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,insurance___2,Insurance: Medicare - Part A and B,"Demographic Information First, we would like to ask you some general questions about yourself.: 11. What type of medical insurance do you currently have?[choice=Medicare - Part A and B]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,insurance___3,Insurance: Private health insurance,"Demographic Information First, we would like to ask you some general questions about yourself.: 11. What type of medical insurance do you currently have?[choice=Private health insurance]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,insurance___4,"Insurance: The VA, TRICARE, or other military healthcare","Demographic Information First, we would like to ask you some general questions about yourself.: 11. What type of medical insurance do you currently have?[choice=The VA, TRICARE, or other military healthcare]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,insurance___5,Insurance: Medicare - Part B only,"Demographic Information First, we would like to ask you some general questions about yourself.: 11. What type of medical insurance do you currently have?[choice=Medicare - Part B only]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,insurance___6,Insurance: Medicaid,"Demographic Information First, we would like to ask you some general questions about yourself.: 11. What type of medical insurance do you currently have?[choice=Medicaid]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,insurance___7,Insurance: I don't currently have insurance,"Demographic Information First, we would like to ask you some general questions about yourself.: 11. What type of medical insurance do you currently have?[choice=I don't currently have insurance]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,insurance___8,Insurance: Something else,"Demographic Information First, we would like to ask you some general questions about yourself.: 11. What type of medical insurance do you currently have?[choice=Something else]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,insurance___9,Insurance: Prefer not to answer,"Demographic Information First, we would like to ask you some general questions about yourself.: 11. What type of medical insurance do you currently have?[choice=Prefer not to answer]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,other_insurance,Something else (please specify):,"Demographic Information First, we would like to ask you some general questions about yourself.: Something else (please specify):",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,armed_forces,12. Have you ever been in the Unites States Armed forces?,"Demographic Information First, we would like to ask you some general questions about yourself.: 12. Have you ever been in the Unites States Armed forces?",integer,,,1|2|9,,,,1=Yes|2=No|9=Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,active_duty,"13. Are you currently on active duty in the United States Armed Forces, are you in a Reserve component, or are you now separated or retired from the military (e.g. a Veteran)?","Demographic Information First, we would like to ask you some general questions about yourself.: 13. Are you currently on active duty in the United States Armed Forces, are you in a Reserve component, or are you now separated or retired from the military (e.g. a Veteran)?",integer,,,1|2|3|9,,,,1=Currently on active duty in the armed forces|2=Currently active in the National Guard or Reserve|3=Now separated or retired from the military (a Veteran)|9=I don't know / prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,military___1,Military: Pre- Korean (Before June 1950),"Demographic Information First, we would like to ask you some general questions about yourself.: 14. What era did you serve in the military? Select all that apply.[choice=Pre- Korean (Before June 1950)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,military___2,Military: Korean (June 1950 - Jan 1955),"Demographic Information First, we would like to ask you some general questions about yourself.: 14. What era did you serve in the military? Select all that apply.[choice=Korean (June 1950 - Jan 1955)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,military___3,Military: Post - Korean / Peacetime (Feb 1995 - Aug 1964),"Demographic Information First, we would like to ask you some general questions about yourself.: 14. What era did you serve in the military? Select all that apply.[choice=Post - Korean / Peacetime (Feb 1995 - Aug 1964)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,military___4,Military: Vietnam (Aug 1964 - May 1975),"Demographic Information First, we would like to ask you some general questions about yourself.: 14. What era did you serve in the military? Select all that apply.[choice=Vietnam (Aug 1964 - May 1975)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,military___5,Military: Post-Vietnam / Peacetime (May 1975 - July 1990),"Demographic Information First, we would like to ask you some general questions about yourself.: 14. What era did you serve in the military? Select all that apply.[choice=Post-Vietnam / Peacetime (May 1975 - July 1990)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,military___6,Military: Desert Storm / Desert Shield (Aug 1990 - Aug 2001),"Demographic Information First, we would like to ask you some general questions about yourself.: 14. What era did you serve in the military? Select all that apply.[choice=Desert Storm / Desert Shield (Aug 1990 - Aug 2001)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,military___7,Military: OEF / OIF / OND (Sept 2001 - present),"Demographic Information First, we would like to ask you some general questions about yourself.: 14. What era did you serve in the military? Select all that apply.[choice=OEF / OIF / OND (Sept 2001 - present)]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,military___9,Military: Prefer not to answer,"Demographic Information First, we would like to ask you some general questions about yourself.: 14. What era did you serve in the military? Select all that apply.[choice=Prefer not to answer]",boolean,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,bl_vr1,"1. In general, would you say your health is:","VR-12 These following questions ask for your views about your health – how you feel and how well you are able to do your usual activities. All kinds of people across the country are being asked these same questions. Their answers and yours will help to improve health care for everyone. There are not right or wrong answers; please choose the answer that best fits your life right now.: 1. In general, would you say your health is:",integer,,,1|2|3|4|5,,,,1=Excellent|2=Very Good|3=Good|4=Fair|5=Poor,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,bl_vr2a,"a. Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf","2. The following items are about activities you might do during a typical day. How much does your health now limit you in these activities? If so, how much?: a. Moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, or playing golf",integer,,,1|2|3,,,,"1=Yes, limited a lot|2=Yes, limited a little|3=No, not limited at all",,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,bl_vr2b,b. Climbing several flights of stairs,"2. The following items are about activities you might do during a typical day. How much does your health now limit you in these activities? If so, how much?: b. Climbing several flights of stairs",integer,,,1|2|3,,,,"1=Yes, limited a lot|2=Yes, limited a little|3=No, not limited at all",,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,bl_vr3a,a. Accomplished less than you would like,"3.  During the past 4 weeks, how much of the time have you had any of the following happen as a result of your physical health?: a. Accomplished less than you would like",integer,,,1|2|3|4|5,,,,"1=No, none of the time|2=Yes, a little of the time|3=Yes, some of the time|4=Yes, most of the time|5=Yes, all of the time",,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_survey,bl_vr3b,b. Were limited in the kind of work or other activities,"3.  During the past 4 weeks, how much of the time have you had any of the following happen as a result of your physical health?: b. Were limited in the kind of work or other activities",integer,,,1|2|3|4|5,,,,"1=No, none of the time|2=Yes, a little of the time|3=Yes, some of the time|4=Yes, most of the time|5=Yes, all of the time",,,,,,,,,,,,,,,,,,,,,,,,,,
