schemaVersion,section,name,title,description,type,format,constraints.required,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,enumLabels,enumOrdered,missingValues,trueValues,falseValues,custom,standardsMappings[0].instrument.url,standardsMappings[0].instrument.source,standardsMappings[0].instrument.title,standardsMappings[0].instrument.id,standardsMappings[0].item.url,standardsMappings[0].item.source,standardsMappings[0].item.id,relatedConcepts[0].url,relatedConcepts[0].title,relatedConcepts[0].source,relatedConcepts[0].id
0.3.2,scope_perceived_stress_scale_pss4,sc002,In the past month… How often have you felt that you were unable to control the important things in your life?,In the past month… How often have you felt that you were unable to control the important things in your life?,integer,,,,0|1|2|3|4,,,,0=Never|1=Almost never|2=Sometimes|3=Fairly often|4=Very often,,,,,,,,,,,,,,,,
0.3.2,scope_perceived_stress_scale_pss4,sc006_r,In the past month… How often have you felt confident about your ability to handle your personal problems?,In the past month… How often have you felt confident about your ability to handle your personal problems?,integer,,,,0|1|2|3|4,,,,0=Never|1=Almost never|2=Sometimes|3=Fairly often|4=Very often,,,,,,,,,,,,,,,,
0.3.2,scope_perceived_stress_scale_pss4,sc007_r,In the past month… How often have you felt that things were going your way?,In the past month… How often have you felt that things were going your way?,integer,,,,0|1|2|3|4,,,,0=Never|1=Almost never|2=Sometimes|3=Fairly often|4=Very often,,,,,,,,,,,,,,,,
0.3.2,scope_perceived_stress_scale_pss4,sc014,In the past month… How often have you felt difficulties were piling up so high that you could not overcome them?,In the past month… How often have you felt difficulties were piling up so high that you could not overcome them?,integer,,,,0|1|2|3|4,,,,0=Never|1=Almost never|2=Sometimes|3=Fairly often|4=Very often,,,,,,,,,,,,,,,,
0.3.2,scope_perceived_stress_scale_pss4,pss4,PSS-4 Score,PSS-4 Score[calculation: [sc002]+(4-[sc006_r])+(4-[sc007_r])+[sc014]],number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sleep109,In the past 7 days… My sleep quality was,In the past 7 days… My sleep quality was,integer,,,,5|4|3|2|1,,,,5=Very poor|4=Poor|3=Fair|2=Good|1=Very good,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sleep116,In the past 7 days… My sleep was refreshing,In the past 7 days… My sleep was refreshing,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sleep20,In the past 7 days… I had a problem with my sleep,In the past 7 days… I had a problem with my sleep,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sleep44,In the past 7 days… I had difficulty falling asleep,In the past 7 days… I had difficulty falling asleep,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sleep108,In the past 7 days… My sleep was restless,In the past 7 days… My sleep was restless,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sleep72,In the past 7 days… I tried hard to get to sleep,In the past 7 days… I tried hard to get to sleep,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sleep67,In the past 7 days… I worried about not being able to fall asleep,In the past 7 days… I worried about not being able to fall asleep,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sleep115,In the past 7 days… I was satisfied with my sleep,In the past 7 days… I was satisfied with my sleep,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sf8a_sum,PROMIS Adult Short Form Sleep DIsturbance SF 8a_v1.0 SUM,PROMIS Adult Short Form Sleep DIsturbance SF 8a_v1.0 SUM[calculation: [sleep109]+(6-[sleep116])+[sleep20]+[sleep44]+[sleep108]+[sleep72]+[sleep67]+(6-[sleep115])],number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sf8a_tscore,"PROMIS Adult Short Form Sleep Disturbance SF 8a_v1.0
T Score","PROMIS Adult Short Form Sleep Disturbance SF 8a_v1.0
T Score[calculation: if([sf8a_sum]=8,30.5,if([sf8a_sum]=9,35.3,if([sf8a_sum]=10,38.1,if([sf8a_sum]=11,40.4,if([sf8a_sum]=12,42.2,if([sf8a_sum]=13,43.9,if([sf8a_sum]=14,45.3,if([sf8a_sum]=15,46.7,if([sf8a_sum]=16,47.9,if([sf8a_sum]=17,49.1,if([sf8a_sum]=18,50.2,if([sf8a_sum]=19,51.3,if([sf8a_sum]=20,52.4,if([sf8a_sum]=21,53.4,if([sf8a_sum]=22,54.3,if([sf8a_sum]=23,55.3,if([sf8a_sum]=24,56.2,if([sf8a_sum]=25,57.2,if([sf8a_sum]=26,58.1,if([sf8a_sum]=27,59.1,if([sf8a_sum]=28,60.0,if([sf8a_sum]=29,61.0,if([sf8a_sum]=30,62.0,if([sf8a_sum]=31,63.0,if([sf8a_sum]=32,64.0,if([sf8a_sum]=33,65.1,if([sf8a_sum]=34,66.2,if([sf8a_sum]=35,67.4,if([sf8a_sum]=36,68.7,if([sf8a_sum]=37,70.2,if([sf8a_sum]=38,72.0,if([sf8a_sum]=39,74.1,if([sf8a_sum]=40,77.5,""require manual calculation"" )))))))))))))))))))))))))))))))))]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_promis_sleep_disturbance_sf_8a,sf8a_se,"PROMIS Adult Short Form Sleep Disturbance SF 8a_v1.0
Standard Error","PROMIS Adult Short Form Sleep Disturbance SF 8a_v1.0
Standard Error[calculation: if([sf8a_sum]=8,4.9,if([sf8a_sum]=9,3.7,if([sf8a_sum]=10,3.3,if([sf8a_sum]=11,3.1,if([sf8a_sum]=12,3.0,if([sf8a_sum]=13,2.9,if([sf8a_sum]=14,2.8,if([sf8a_sum]=15,2.7,if([sf8a_sum]=16,2.7,if([sf8a_sum]=17,2.6,if([sf8a_sum]=18,2.6,if([sf8a_sum]=19,2.6,if([sf8a_sum]=20,2.6,if([sf8a_sum]=21,2.6,if([sf8a_sum]=22,2.5,if([sf8a_sum]=23,2.5,if([sf8a_sum]=24,2.5,if([sf8a_sum]=25,2.5,if([sf8a_sum]=26,2.5,if([sf8a_sum]=27,2.5,if([sf8a_sum]=28,2.5,if([sf8a_sum]=29,2.5,if([sf8a_sum]=30,2.6,if([sf8a_sum]=31,2.6,if([sf8a_sum]=32,2.6,if([sf8a_sum]=33,2.6,if([sf8a_sum]=34,2.7,if([sf8a_sum]=35,2.8,if([sf8a_sum]=36,2.9,if([sf8a_sum]=37,3.0,if([sf8a_sum]=38,3.5,if([sf8a_sum]=39,3.5,if([sf8a_sum]=40,4.2,""require manual calculation"" )))))))))))))))))))))))))))))))))]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,smoke100,"Have you smoked at least 100 cigarettes in your entire life? This does not include e-cigarettes (e.g., njoy, bluetip, JUUL), herbal cigarettes, cigars, cigarillos, little cigars, pipes, bidis, kreteks, water pipes (hookas), or marijuana. 5 packs = 100 cigarettes.","Have you smoked at least 100 cigarettes in your entire life? This does not include e-cigarettes (e.g., njoy, bluetip, JUUL), herbal cigarettes, cigars, cigarillos, little cigars, pipes, bidis, kreteks, water pipes (hookas), or marijuana. 5 packs = 100 cigarettes.",integer,,,,1|2|7|9,,,,1=Yes|2=No|7=Don't know / Not sure|9=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,smokday2,"Do you now smoke cigarettes every day, some days, or not at all?","Do you now smoke cigarettes every day, some days, or not at all?",integer,,,,1|2|3|7|9,,,,1=Every day|2=Some days|3=Not at all|7=Don't know / Not sure|9=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,mbrfss_2a,How many cigarettes do you smoke every day?,How many cigarettes do you smoke every day?,number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,mbrfss_2b,How many cigarettes do you smoke on days when you do smoke?,How many cigarettes do you smoke on days when you do smoke?,number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,mbrfss_2c,Have you EVER smoked cigarettes regularly? Regularly is at least one cigarette or more on days that you smoked.,Have you EVER smoked cigarettes regularly? Regularly is at least one cigarette or more on days that you smoked.,integer,,,,1|2|3|4|5|6|7|8|9|10,,,,"1=No|2=Yes, within the past month (less than 1 month ago)|3=Yes, within the past 3 months (1 month but less than 3 months ago)|4=Yes, within the past 6 months (3 months but less than 6 months ago)|5=Yes, within the past year (6 months but less than 1 year ago)|6=Yes, within the past 5 years (1 year but less than 5 years ago)|7=Yes within the past 10 years (5 years but less than 10 years ago)|8=Yes, 10 years ago or longer|9=Don't know / Not sure|10=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,usenow3,"Do you currently use chewing tobacco, snuff, or snus every day, some days, or not at all? Snus (Swedish for tobacco) is a moist smokeless tobacco, usually sold in small pouches that are placed under the lip against the gum.","Do you currently use chewing tobacco, snuff, or snus every day, some days, or not at all? Snus (Swedish for tobacco) is a moist smokeless tobacco, usually sold in small pouches that are placed under the lip against the gum.",integer,,,,1|2|3|7|9,,,,1=Every day|2=Some days|3=Not at all|7=Don't know / Not sure|9=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,mbrfss_3a___1,Mbrfss_3A: Chewing tobacco,Which of the following do you use every day or some days? (select all that apply)[choice=Chewing tobacco],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,mbrfss_3a___2,Mbrfss_3A: Snuff or snus,Which of the following do you use every day or some days? (select all that apply)[choice=Snuff or snus],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,mbrfss_3c,"Have you EVER used chewing tobacco, snuff, or snus regularly? Regularly is at least once per day on days that you use it.","Have you EVER used chewing tobacco, snuff, or snus regularly? Regularly is at least once per day on days that you use it.",integer,,,,1|2|3|4|5|6|7|8|9|10,,,,"1=No|2=Yes, within the past month (less than 1 month ago)|3=Yes, within the past 3 months (1 month but less than 3 months ago)|4=Yes, within the past 6 months (3 months but less than 6 months ago)|5=Yes, within the past year (6 months but less than 1 year ago)|6=Yes, within the past 5 years (1 year but less than 5 years ago)|7=Yes within the past 10 years (5 years but less than 10 years ago)|8=Yes, 10 years ago or longer|9=Don't know / Not sure|10=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,scope_modified_brfss_2022_section_12_tobacco_use,brfss_4,"Would you say you have never used e-cigarettes or other electronic vaping products in your entire life or now use them every day, use them some days, or used them in the past put do not currently use them at all?","Would you say you have never used e-cigarettes or other electronic vaping products in your entire life or now use them every day, use them some days, or used them in the past put do not currently use them at all?",integer,,,,1|2|3|4|7|9,,,,1=Never used e-cigarettes in my entire life|2=Use them every day|3=Use them some days|4=Not at all (right now)|7=Don't know / Not sure|9=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,alcoholscreener,"In the past 30 days, did you drink any type of alcoholic beverage?","In the past 30 days, did you drink any type of alcoholic beverage?",boolean,,,,0|1,,,,0=No|1=Yes,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,cons01,In the past 30 days… I spent too much time drinking.,In the past 30 days… I spent too much time drinking.,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Almost always,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,cons07,In the past 30 days… I drank heavily at a single sitting.,In the past 30 days… I drank heavily at a single sitting.,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Almost always,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,cons08,In the past 30 days… I drank too much.,In the past 30 days… I drank too much.,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Almost always,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,crac02,In the past 30 days… I drank more than planned.,In the past 30 days… I drank more than planned.,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Almost always,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,crac07,In the past 30 days… I had trouble controlling my drinking.,In the past 30 days… I had trouble controlling my drinking.,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Almost always,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,crac08,In the past 30 days… It was difficult for me to stop drinking after one or two drinks.,In the past 30 days… It was difficult for me to stop drinking after one or two drinks.,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Almost always,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,crac13,In the past 30 days… It was difficult to get the thought of drinking out of my mind.,In the past 30 days… It was difficult to get the thought of drinking out of my mind.,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Almost always,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,sf7a_sum,"PROMIS Alcohol Use SF 7a_v1.0
SUM","PROMIS Alcohol Use SF 7a_v1.0
SUM[calculation: [cons01]+[cons07]+[cons08]+[crac02]+[crac07]+[crac08]+[crac13]]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,sf7a_tscore,"PROMIS Alcohol Use SF 7a_v1.0
T Score","PROMIS Alcohol Use SF 7a_v1.0
T Score[calculation: if([sf7a_sum]=7,38.9,if([sf7a_sum]=8,45.2,if([sf7a_sum]=9,47.6,if([sf7a_sum]=10,49.4,if([sf7a_sum]=11,50.9,if([sf7a_sum]=12,52.1,if([sf7a_sum]=13,53.2,if([sf7a_sum]=14,54.2,if([sf7a_sum]=15,55.1,if([sf7a_sum]=16,56.0,if([sf7a_sum]=17,56.9,if([sf7a_sum]=18,57.7,if([sf7a_sum]=19,58.6,if([sf7a_sum]=20,59.4,if([sf7a_sum]=21,60.2,if([sf7a_sum]=22,61.0,if([sf7a_sum]=23,61.8,if([sf7a_sum]=24,62.6,if([sf7a_sum]=25,63.4,if([sf7a_sum]=26,64.2,if([sf7a_sum]=27,65.1,if([sf7a_sum]=28,66.0,if([sf7a_sum]=29,66.9,if([sf7a_sum]=30,67.8,if([sf7a_sum]=31,68.9,if([sf7a_sum]=32,70.1,if([sf7a_sum]=33,71.5,if([sf7a_sum]=34,73.2,if([sf7a_sum]=35,76.7,""require manual calculation"" )))))))))))))))))))))))))))))]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_promis_alcohol_use_sf_7a,sf7a_se,"PROMIS Alcohol Use Sf 7a_v1.0
Standard Error","PROMIS Alcohol Use Sf 7a_v1.0
Standard Error[calculation: if([sf7a_sum]=7,5.9,if([sf7a_sum]=8,3.6,if([sf7a_sum]=9,3.1,if([sf7a_sum]=10,2.7,if([sf7a_sum]=11,2.5,if([sf7a_sum]=12,2.3,if([sf7a_sum]=13,2.2,if([sf7a_sum]=14,2.1,if([sf7a_sum]=15,2.1,if([sf7a_sum]=16,2.0,if([sf7a_sum]=17,2.0,if([sf7a_sum]=18,2.0,if([sf7a_sum]=19,2.0,if([sf7a_sum]=20,2.0,if([sf7a_sum]=21,2.0,if([sf7a_sum]=22,2.0,if([sf7a_sum]=23,2.0,if([sf7a_sum]=24,2.0,if([sf7a_sum]=25,2.0,if([sf7a_sum]=26,2.0,if([sf7a_sum]=27,2.0,if([sf7a_sum]=28,2.0,if([sf7a_sum]=29,2.1,if([sf7a_sum]=30,2.1,if([sf7a_sum]=31,2.2,if([sf7a_sum]=32,2.4,if([sf7a_sum]=33,2.6,if([sf7a_sum]=34,2.9,if([sf7a_sum]=35,4.0,""require manual calculation"" )))))))))))))))))))))))))))))]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_gum_bleed,Do your gums bleed when you brush or floss?,Do your gums bleed when you brush or floss?,integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / Not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_teeth_sensitive,"Are your teeth sensitive to cold, hot, sweets or pressure?","Are your teeth sensitive to cold, hot, sweets or pressure?",integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_catch_food_floss,Does food or floss catch between your teeth?,Does food or floss catch between your teeth?,integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,tx_last24mo,Have you had any dental treatment within the last 24 months?,Have you had any dental treatment within the last 24 months?,integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx___0,Dh_Dentx: Cleanings,Please select ALL of the following dental treatments you have received in the past 24 months[choice=Cleanings],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx___1,Dh_Dentx: Periodontal (gum) treatments,Please select ALL of the following dental treatments you have received in the past 24 months[choice=Periodontal (gum) treatments],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx___2,Dh_Dentx: Orthodontic (braces) treatment,Please select ALL of the following dental treatments you have received in the past 24 months[choice=Orthodontic (braces) treatment],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx___3,Dh_Dentx: Fillings or restorations,Please select ALL of the following dental treatments you have received in the past 24 months[choice=Fillings or restorations],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx___4,Dh_Dentx: Root canals,Please select ALL of the following dental treatments you have received in the past 24 months[choice=Root canals],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx___5,Dh_Dentx: Dental crowns/bridges,Please select ALL of the following dental treatments you have received in the past 24 months[choice=Dental crowns/bridges],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx___6,Dh_Dentx: Extractions,Please select ALL of the following dental treatments you have received in the past 24 months[choice=Extractions],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx___7,Dh_Dentx: Partial dentures,Please select ALL of the following dental treatments you have received in the past 24 months[choice=Partial dentures],boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx___8,"Dh_Dentx: Other, Specify: {dh_dentx_other}","Please select ALL of the following dental treatments you have received in the past 24 months[choice=Other, Specify: {dh_dentx_other}]",boolean,,,,0|1,,,,0=Unchecked|1=Checked,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_dentx_other,Other dental treatments,Other dental treatments,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_prob_prev_tx,Have you had any problems associated with previous dental treatment?,Have you had any problems associated with previous dental treatment?,integer,,,,1|2|3|4,,,,"1=Yes, Explain: {ada_prob_prev_tx_other}|2=No|3=Don't know / not sure|4=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,fluoride_varn_6mo,Have you had a fluoride treatment from a dentist in the last 6 months?,Have you had a fluoride treatment from a dentist in the last 6 months?,integer,,,,1|0|3|4,,,,1=Yes|0=No|3=Don't know / not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_pain_discomfort,Are you currently experiencing dental/oral pain or discomfort?,Are you currently experiencing dental/oral pain or discomfort?,integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / Not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,dh_vas,Change the slider to mark your CURRENT dental/oral pain intensity,Change the slider to mark your CURRENT dental/oral pain intensity,number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,painin3,How much did dental/oral pain interfere with your enjoyment of life?,How much did dental/oral pain interfere with your enjoyment of life?,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,painin8,How much did dental/oral pain interfere with your ability to concentrate?,How much did dental/oral pain interfere with your ability to concentrate?,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,painin9,How much did dental/oral pain interfere with your day to day activities?,How much did dental/oral pain interfere with your day to day activities?,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,painin10,How much did dental/oral pain interfere with your enjoyment of recreational activities?,How much did dental/oral pain interfere with your enjoyment of recreational activities?,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,painin14,"How much did dental/oral pain interfere with doing your tasks away from home (e.g., getting groceries, running errands)?","How much did dental/oral pain interfere with doing your tasks away from home (e.g., getting groceries, running errands)?",integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,painin28,In the past 7 days… How often did dental/oral pain keep you from socializing with others?,In the past 7 days… How often did dental/oral pain keep you from socializing with others?,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Always,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,promis_adult_sum,PROMIS Adult Sum,PROMIS Adult Sum[calculation: [painin3]+[painin8]+[painin9]+[painin10]+[painin14]+[painin28]],number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,promis_adult_tscore,PROMIS Adult Sum,"PROMIS Adult Sum[calculation: if([promis_adult_sum]=6,41.0,if([promis_adult_sum]=7,48.5,if([promis_adult_sum]=8,50.8,if([promis_adult_sum]=9,52.5,if([promis_adult_sum]=10,53.8,if([promis_adult_sum]=11,55.0,if([promis_adult_sum]=12,56.1,if([promis_adult_sum]=13,57.1,if([promis_adult_sum]=14,58.1,if([promis_adult_sum]=15,59.1,if([promis_adult_sum]=16,60.0,if([promis_adult_sum]=17,60.9,if([promis_adult_sum]=18,61.8,if([promis_adult_sum]=19,62.7,if([promis_adult_sum]=20,63.6,if([promis_adult_sum]=21,64.5,if([promis_adult_sum]=22,65.5,if([promis_adult_sum]=23,66.4,if([promis_adult_sum]=24,67.4,if([promis_adult_sum]=25,68.5,if([promis_adult_sum]=26,69.6,if([promis_adult_sum]=27,70.9,if([promis_adult_sum]=28,72.4,if([promis_adult_sum]=29,74.4,if([promis_adult_sum]=30,78.3,""require manual calculation"")))))))))))))))))))))))))]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,promis_adult_se,PROMIS Standard Error,"PROMIS Standard Error[calculation: if([promis_adult_sum]=6,6.0,if([promis_adult_sum]=7,2.6,if([promis_adult_sum]=8,2.1,if([promis_adult_sum]=9,1.9,if([promis_adult_sum]=10,1.8,if([promis_adult_sum]=11,1.7,if([promis_adult_sum]=12,1.7,if([promis_adult_sum]=13,1.7,if([promis_adult_sum]=14,1.7,if([promis_adult_sum]=15,1.6,if([promis_adult_sum]=16,1.6,if([promis_adult_sum]=17,1.6,if([promis_adult_sum]=18,1.6,if([promis_adult_sum]=19,1.6,if([promis_adult_sum]=20,1.6,if([promis_adult_sum]=21,1.6,if([promis_adult_sum]=22,1.6,if([promis_adult_sum]=23,1.6,if([promis_adult_sum]=24,1.7,if([promis_adult_sum]=25,1.7,if([promis_adult_sum]=26,1.8,if([promis_adult_sum]=27,1.9,if([promis_adult_sum]=28,2.1,if([promis_adult_sum]=29,2.4,if([promis_adult_sum]=30,3.7,""require manual calculation"")))))))))))))))))))))))))]",number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_jaw_click_pop,"Do you have any clicking, popping or discomfort in the jaw?",": Do you have any clicking, popping or discomfort in the jaw?",integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / Not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_brux_grind,Do you brux or grind your teeth?,: Do you brux or grind your teeth?,integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / Not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_ear_neck_pain,Do you have earaches or neck pains?,: Do you have earaches or neck pains?,integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / Not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_sores_ulcers,Do you have sores or ulcers in your mouth?,: Do you have sores or ulcers in your mouth?,integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / Not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
0.3.2,scope_dental_history_and_oral_hygiene_habits,ada_injury_head_mouth,Have you ever had a serious injury to your head or mouth?,: Have you ever had a serious injury to your head or mouth?,integer,,,,1|2|3|4,,,,1=Yes|2=No|3=Don't know / Not sure|4=Prefer not to answer,,,,,,,,,,,,,,,,
