schemaVersion,section,name,title,description,type,format,constraints.required,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,enumLabels,enumOrdered,missingValues,trueValues,falseValues,custom,standardsMappings[0].instrument.url,standardsMappings[0].instrument.source,standardsMappings[0].instrument.title,standardsMappings[0].instrument.id,standardsMappings[0].item.url,standardsMappings[0].item.source,standardsMappings[0].item.id,relatedConcepts[0].url,relatedConcepts[0].title,relatedConcepts[0].source,relatedConcepts[0].id
0.3.2,sucrose_preference_test_ratio_week_6,spt_score_w6,Sucrose Preferences Test Ratio determined by Total Sucrose Intake/Total Fluid Intake X 100 on week 6,Sucrose Preferences Test Ratio determined by Total Sucrose Intake/Total Fluid Intake X 100 on week 6,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_latency_to_exit_time_trial_0,latency_to_exit_t0,Mechanical Conflict Avoidance Paradigm Latency to Exit Trial 0,Mechanical Conflict Avoidance Paradigm Latency to Exit Trial 0,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_latency_to_exit_time_trial_1,latency_to_exit_t1,Mechanical Conflict Avoidance Paradigm Latency to Exit Trial 1,Mechanical Conflict Avoidance Paradigm Latency to Exit Trial 1,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_latency_to_exit_time_trial_2,latency_to_exit_t2,Mechanical Conflict Avoidance Paradigm Latency to Exit Trial 2,Mechanical Conflict Avoidance Paradigm Latency to Exit Trial 2,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_latency_to_exit_time_trial_3,latency_to_exit_t3,Mechanical Conflict Avoidance Paradigm Latency to Exit Trial 3,Mechanical Conflict Avoidance Paradigm Latency to Exit Trial 3,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_transition_time_trial_0,transition_time_t0,Mechanical Conflict Avoidance Paradigm Transition Time Trial 0,Mechanical Conflict Avoidance Paradigm Transition Time Trial 0,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_transition_time_trial_1,transition_time_t1,Mechanical Conflict Avoidance Paradigm Transition Time Trial 1,Mechanical Conflict Avoidance Paradigm Transition Time Trial 1,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_transition_time_trial_2,transition_time_t2,Mechanical Conflict Avoidance Paradigm Transition Time Trial 2,Mechanical Conflict Avoidance Paradigm Transition Time Trial 2,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_transition_time_trial_3,transition_time_t3,Mechanical Conflict Avoidance Paradigm Transition Time Trial 3,Mechanical Conflict Avoidance Paradigm Transition Time Trial 3,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_dark_box_entry_trial_0,dark_box_entrance_t0,Mechanical Conflict Avoidance Paradigm Dark Box Entry Trial 0,Mechanical Conflict Avoidance Paradigm Dark Box Entry Trial 0,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_dark_box_entry_trial_1,dark_box_entrance_t1,Mechanical Conflict Avoidance Paradigm Dark Box Entry Trial 1,Mechanical Conflict Avoidance Paradigm Dark Box Entry Trial 1,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_dark_box_entry_trial_2,dark_box_entrance_t2,Mechanical Conflict Avoidance Paradigm Dark Box Entry Trial 2,Mechanical Conflict Avoidance Paradigm Dark Box Entry Trial 2,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_dark_box_entry_trial_3,dark_box_entrance_t3,Mechanical Conflict Avoidance Paradigm Dark Box Entry Trial 3,Mechanical Conflict Avoidance Paradigm Dark Box Entry Trial 3,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_latency_to_exit_time_averaged_trials_1_3,latency_to_exit_ave,Mechanical Conflict Avoidance Paradigm Latency to Exit Average of Trials 1-3,Mechanical Conflict Avoidance Paradigm Latency to Exit Average of Trials 1-3,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_transition_time_averaged_trials_1_3,transition_time_ave,Mechanical Conflict Avoidance Paradigm Transition Time Average of Trials 1-3,Mechanical Conflict Avoidance Paradigm Transition Time Average of Trials 1-3,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,mcap_dark_box_entry_averaged_trials_1_3,dark_box_entrance_ave,Mechanical Conflict Avoidance Paradigm Dark Box Entry Average of Trials 1-3,Mechanical Conflict Avoidance Paradigm Dark Box Entry Average of Trials 1-3,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,contralateral_spared_white_matter,contra_sp_wm,Contralateral Spared White Matter Area of the Lesion Epicenter,Contralateral Spared White Matter Area of the Lesion Epicenter,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,contralateral_spared_grey_matter,contra_sp_gm,Contralateral Spared Grey Matter Area of the Lesion Epicenter,Contralateral Spared Grey Matter Area of the Lesion Epicenter,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,ipsilateral_spared_white_matter,ipsi_sp_wm,Ipsilateral Spared White Matter Area of the Lesion Epicenter,Ipsilateral Spared White Matter Area of the Lesion Epicenter,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,ipsilateral_spared_grey_matter,ipsi_sp_gm,Ipsilateral Spared Grey Matter Area of the Lesion Epicenter,Ipsilateral Spared Grey Matter Area of the Lesion Epicenter,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,ipsilateral_lesion_area,ipsi_lesion,Ipsilateral Lesioned Area of the Lesion Epicenter,Ipsilateral Lesioned Area of the Lesion Epicenter,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,spared_ipsilateral_area_to_total_contralateral_area,spared_ipsi_total_contra,Spared Ipsilateral White and Grey Matter Divided By Spared Contralateral White and Grey Matter,Spared Ipsilateral White and Grey Matter Divided By Spared Contralateral White and Grey Matter,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,dorsal_horn_ipsilateral_c4_6_ed1_cell_count,dh_ipsi_c4_6_ed1_count,ED1+ cell count of the Ipsilateral C4-6 Dorsal Horn of the Spinal Cord,ED1+ cell count of the Ipsilateral C4-6 Dorsal Horn of the Spinal Cord,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,dorsal_horn_ipsilateral_c4_6_iba1_percent_area,dh_ipsi_c4_6_iba1_area,Percent Area of IBA1+ staining of Ipsilateral C4-6 Dorsal Horn of the Spinal Cord using ImageJ,Percent Area of IBA1+ staining of Ipsilateral C4-6 Dorsal Horn of the Spinal Cord using ImageJ,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,dorsal_horn_ipsilateral_c7_8_ed1_cell_count,dh_ipsi_c7_8_ed1_count,ED1+ cell count of the Ipsilateral C7-8 Dorsal Horn of the Spinal Cord,ED1+ cell count of the Ipsilateral C7-8 Dorsal Horn of the Spinal Cord,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,dorsal_horn_ipsilateral_c7_8_iba1_percent_area,dh_ipsi_c7_8_iba1_area,Percent Area of IBA1+ staining of Ipsilateral C7-8 Dorsal Horn of the Spinal Cord using ImageJ,Percent Area of IBA1+ staining of Ipsilateral C7-8 Dorsal Horn of the Spinal Cord using ImageJ,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,dorsal_root_ganglia_ipsilateral_c7_ed1_cell_count,ipsi_c7_drg_ed1_count,ED1+ cell count of the Ipsilateral C7-8 Dorsal Root Ganglia,ED1+ cell count of the Ipsilateral C7-8 Dorsal Root Ganglia,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,ipsilateral_anterior_cingulate_cortex_iba1_percent_area,ipsi_acc_iba1_area,Percent Area of IBA1+ staining of Ipsilateral Anterior Cingulate Cortex using ImageJ,Percent Area of IBA1+ staining of Ipsilateral Anterior Cingulate Cortex using ImageJ,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,contralateral_anterior_cingulate_cortex_iba1_percent_area,contra_acc_iba1_area,Percent Area of IBA1+ staining of Contralateral Anterior Cingulate Cortex using ImageJ,Percent Area of IBA1+ staining of Contralateral Anterior Cingulate Cortex using ImageJ,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,cd68_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,cd68_drg,CD68 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,CD68 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,cd206_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,cd206_drg,CD206 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,CD206 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,inos_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,inos_drg,iNos mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,iNos mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,cd32_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,cd32_drg,CD32 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,CD32 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,cd86_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,cd86_drg,CD86 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,CD86 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,il_1b_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,il_1b_drg,IL-1B mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,IL-1B mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,il_6_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,il_6_drg,IL-6 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,IL-6 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,il_12_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,il_12_drg,IL-12 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,IL-12 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,tnfa_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,tnfa_drg,TNFa mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,TNFa mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,ccl2_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,ccl2_drg,CCL2 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,CCL2 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,ccr2_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,ccr2_drg,CCR2 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,CCR2 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,arg1_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,arg1_drg,Arg1 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,Arg1 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,il_10_mrna_in_the_ipsilateral_c4_8_dorsal_root_ganglia,il_10_drg,IL-10 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,IL-10 mRNA fold change in the Ipsilateral C4-8 Dorsal Root Ganglia quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,cd68_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,cd68_dh,CD68 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,CD68 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,cd206_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,cd206_dh,CD206 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,CD206 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,inos_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,inos_dh,iNos mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,iNos mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,cd32_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,cd32_dh,CD32 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,CD32 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,cd86_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,cd86_dh,CD86 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,CD86 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,il_1b_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,il_1b_dh,IL-1B mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,IL-1B mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,il_6_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,il_6_dh,IL-6 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,IL-6 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,il_12_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,il_12_dh,IL-12 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,IL-12 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,tnfa_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,tnfa_dh,TNFa mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,TNFa mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,ccl2_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,ccl2_dh,CCL2 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,CCL2 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,ccr2_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,ccr2_dh,CCR2 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,CCR2 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,arg1_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,arg1_dh,Arg1 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,Arg1 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,il_10_mrna_in_the_ipsilateral_dorsal_horn_of_the_spinal_cord,il_10_dh,IL-10 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,IL-10 mRNA fold change in the Ipsilateral Dorsal Horn of the Spinal Cord quantified by qPCR,integer,,,,,,,,,,,,,,,,,,,,,,,,
