schemaVersion,section,name,title,description,type,format,constraints.required,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,enumLabels,enumOrdered,missingValues,trueValues,falseValues,custom,standardsMappings[0].instrument.url,standardsMappings[0].instrument.source,standardsMappings[0].instrument.title,standardsMappings[0].instrument.id,standardsMappings[0].item.url,standardsMappings[0].item.source,standardsMappings[0].item.id,relatedConcepts[0].url,relatedConcepts[0].title,relatedConcepts[0].source,relatedConcepts[0].id
0.3.2,demographics,demo_weight,19. Weight (in pounds),19. Weight (in pounds),number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,demo_houseincome,20. What is your annual household income from all sources?,20. What is your annual household income from all sources?,integer,,,,1|2|3|4|5|6|7|8|9|10,,,,"1=Less than $10,000|2=$10,000---$24,999|3=$25,000---$34,999|4=$35,000---$49,999|5=$50,000---$74,999|6=$75,000---$99,999|7=$100,000---$149,999|8=$150,000---$199,999|9=$200,000 or more|10=Prefer not to answer",,,,,,,,,,,,,,,,
0.3.2,demographics,demzip,What is your area zip code?,What is your area zip code?,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,demographics,demruca1,RUCA Code: Primary,RUCA Code: Primary,integer,,,,1|2|3|4|5|6|7|8|9|10|11,,,,"1=1 Metropolitan area core: primary flow within an urbanized area (UA)|2=2 Metropolitan area high commuting: primary flow 30% or more to a UA|3=3 Metropolitan area low commuting: primary flow 10% to 30% to a UA|4=4 Micropolitan area core: primary flow within an Urban Cluster of 10,000 to 49,999 (large UC)|5=5 Micropolitan high commuting: primary flow 30% or more to a large UC|6=6 Micropolitan low commuting: primary flow 10% to 30% to a large UC|7=7 Small town core: primary flow within an Urban Cluster of 2,500 to 9,999 (small UC)|8=8 Small town high commuting: primary flow 30% or more to a small UC|9=9 Small town low commuting: primary flow 10% to 30% to a small UC|10=10  Rural areas: primary flow to a tract outside a UA or UC|11=99 Not coded: Census tract has zero population and no rural-urban identifier information",,,,,,,,,,,,,,,,
0.3.2,demographics,demruca2,RUCA Code: Secondary,RUCA Code: Secondary,integer,,,,1|2|3|4|5|6|7|8|9|10|11,,,,"1=1 Metropolitan area core: primary flow within an urbanized area (UA)|2=2 Metropolitan area high commuting: primary flow 30% or more to a UA|3=3 Metropolitan area low commuting: primary flow 10% to 30% to a UA|4=4 Micropolitan area core: primary flow within an Urban Cluster of 10,000 to 49,999 (large UC)|5=5 Micropolitan high commuting: primary flow 30% or more to a large UC|6=6 Micropolitan low commuting: primary flow 10% to 30% to a large UC|7=7 Small town core: primary flow within an Urban Cluster of 2,500 to 9,999 (small UC)|8=8 Small town high commuting: primary flow 30% or more to a small UC|9=9 Small town low commuting: primary flow 10% to 30% to a small UC|10=10  Rural areas: primary flow to a tract outside a UA or UC|11=99 Not coded: Census tract has zero population and no rural-urban identifier information",,,,,,,,,,,,,,,,
0.3.2,demographics,demruca2_sub,RUCA Code: Secondary Subcodes,RUCA Code: Secondary Subcodes,string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,length_pain,1. How long have you had the type of pain for which you are enrolled in this study? (Please list the number of months),1. How long have you had the type of pain for which you are enrolled in this study? (Please list the number of months),number,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,ongoing_prob,2. How long has low-back pain been an ongoing problem for you?,2. How long has low-back pain been an ongoing problem for you?,integer,,,,1|2|3|4|5,,,,1=< 3 months|2=3-6 months|3=6 months-1 year|4=1-5 years|5=More than 5 years,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,past6_months,3. How often has low-back pain been an ongoing problem for you over the past 6 months?,3. How often has low-back pain been an ongoing problem for you over the past 6 months?,integer,,,,1|2|3,,,,1=Every day or nearly every day in the past 6 months|2=At least half the days in the past 6 months|3=Less than half the days in the past 6 months,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,backpain_spread,4. Has back pain spread to your buttock or thigh during the past 2 weeks?,4. Has back pain spread to your buttock or thigh during the past 2 weeks?,integer,,,,1|0|2,,,,1=Yes|0=No|2=Not sure,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,backpain_knee,5. Has back pain spread below your knee during the past 2 weeks?,5. Has back pain spread below your knee during the past 2 weeks?,integer,,,,1|0|2,,,,1=Yes|0=No|2=Not sure,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,head_face,6. Do you have chronic pain in the following areas? Head or face,6. Do you have chronic pain in the following areas?: 6. Do you have chronic pain in the following areas? Head or face,integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,rightupperside,"6. Do you have chronic pain in the following areas? Right hand, arm, or shoulder","6. Do you have chronic pain in the following areas?: 6. Do you have chronic pain in the following areas? Right hand, arm, or shoulder",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,leftupperside,"6. Do you have chronic pain in the following areas? Left hand, arm, or shoulder","6. Do you have chronic pain in the following areas?: 6. Do you have chronic pain in the following areas? Left hand, arm, or shoulder",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,rightlowerside,"6. Do you have chronic pain in the following areas? Right buttock, leg, or foot","6. Do you have chronic pain in the following areas?: 6. Do you have chronic pain in the following areas? Right buttock, leg, or foot",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,leftlowerside,"6. Do you have chronic pain in the following areas? Left buttock, leg, or foot","6. Do you have chronic pain in the following areas?: 6. Do you have chronic pain in the following areas? Left buttock, leg, or foot",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,chest,"6. Do you have chronic pain in the following areas? Chest abdomen, or pelvis","6. Do you have chronic pain in the following areas?: 6. Do you have chronic pain in the following areas? Chest abdomen, or pelvis",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,neck_upperback,6. Do you have chronic pain in the following areas? Neck or upper back,6. Do you have chronic pain in the following areas?: 6. Do you have chronic pain in the following areas? Neck or upper back,integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,stomachpain,"7. During the past 4 weeks, how much have you been bothered byÉ Stomach pain","7. During the past 4 weeks, how much have you been bothered by...: 7. During the past 4 weeks, how much have you been bothered byÉ Stomach pain",integer,,,,1|2|3,,,,1=Not bothered at all|2=Bothered a little|3=Bothered a lot,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,headaches,"7. During the past 4 weeks, how much have you been bothered byÉ Headaches","7. During the past 4 weeks, how much have you been bothered by...: 7. During the past 4 weeks, how much have you been bothered byÉ Headaches",integer,,,,1|2|3,,,,1=Not bothered at all|2=Bothered a little|3=Bothered a lot,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,bmd_8,How would you rate your low-back pain on average?,In the past 7 days...: How would you rate your low-back pain on average?,integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=0 (No Pain)|1=1|2=2|3=3|4=4|5=5|6=6|7=7|8=8|9=9|10=10 (Worst Imaginable Pain),,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,bmd_question9,"Are you currently taking any opioid pain medication on a daily basis? (Opioid or narcotic medications include prescription medications such as Vicodin, Lortab, Narco, Hydrocodone, codeine, Tylenol #3 or #4, Fentanyl, Duragesic, MS Contin, Percocet, OxyContin, oxycodone, Morphine, methadone, tramadol, Ultram, Diluadid)","In the past 7 days...: Are you currently taking any opioid pain medication on a daily basis? (Opioid or narcotic medications include prescription medications such as Vicodin, Lortab, Narco, Hydrocodone, codeine, Tylenol #3 or #4, Fentanyl, Duragesic, MS Contin, Percocet, OxyContin, oxycodone, Morphine, methadone, tramadol, Ultram, Diluadid)",integer,,,,1|0|2,,,,1=Yes|0=No|2=Not Sure,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,peg_1,1. What number best describes your pain on average in the past week?,In the past 7 days...: 1. What number best describes your pain on average in the past week?,integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=0-No pain|1=1|2=2|3=3|4=4|5=5|6=6|7=7|8=8|9=9|10=10-Pain as bad as you can imagine,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,peg_2,"2. What number best describes how, during the past week, pain has interfered with your enjoyment of life?","In the past 7 days...: 2. What number best describes how, during the past week, pain has interfered with your enjoyment of life?",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=0-Does not interfere|1=1|2=2|3=3|4=4|5=5|6=6|7=7|8=8|9=9|10=10-Completely interferes,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,peg_3,"3. What number best describes how, during the past week, pain has interfered with your general activity?","In the past 7 days...: 3. What number best describes how, during the past week, pain has interfered with your general activity?",integer,,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=0-Does not interfere|1=1|2=2|3=3|4=4|5=5|6=6|7=7|8=8|9=9|10=10-Completely interferes,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps1_1,"1. In the PAST 12 MONTHS, how often have you used any tobacco product (for example, cigarettes, e-cigarettes, cigars, pipes, or smokeless tobacco)?","In the past 7 days...: 1. In the PAST 12 MONTHS, how often have you used any tobacco product (for example, cigarettes, e-cigarettes, cigars, pipes, or smokeless tobacco)?",integer,,,,0|1|2|3|4,,,,0=Daily or Almost Daily|1=Weekly|2=Monthly|3=Less Than Monthly|4=Never,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps1_2,"2.In the PAST 12 MONTHS, how often have you had 5 or more drinks (men)/4 or more drinks (women) containing alcohol in one day? One standard drink is about 1 small glass of wine (5 oz), 1 beer (12 oz), or 1 single shot of liquor.","In the past 7 days...: 2.In the PAST 12 MONTHS, how often have you had 5 or more drinks (men)/4 or more drinks (women) containing alcohol in one day? One standard drink is about 1 small glass of wine (5 oz), 1 beer (12 oz), or 1 single shot of liquor.",integer,,,,0|1|2|3|4,,,,0=Daily or Almost Daily|1=Weekly|2=Monthly|3=Less Than Monthly|4=Never,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps1_3,"3. In the PAST 12 MONTHS, how often have you used any drugs including marijuana, cocaine or crack, heroin, methamphetamine (crystal meth), hallucinogens, ecstasy/MDMA?","In the past 7 days...: 3. In the PAST 12 MONTHS, how often have you used any drugs including marijuana, cocaine or crack, heroin, methamphetamine (crystal meth), hallucinogens, ecstasy/MDMA?",integer,,,,0|1|2|3|4,,,,0=Daily or Almost Daily|1=Weekly|2=Monthly|3=Less Than Monthly|4=Never,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps1_4,"4. In the PAST 12 MONTHS, how often have you used any prescription medications just for the feeling, more than prescribed or that were not prescribed for you?

Prescription medications that may be used this way include: opiate pain relievers (for example, OxyContin, Vicodin, Percocet, Methadone), medications for anxiety or sleeping (for example, Xanax, Ativan, Klonopin), medications for ADHD (for example, Adderall or Ritalin).","In the past 7 days...: 4. In the PAST 12 MONTHS, how often have you used any prescription medications just for the feeling, more than prescribed or that were not prescribed for you?

Prescription medications that may be used this way include: opiate pain relievers (for example, OxyContin, Vicodin, Percocet, Methadone), medications for anxiety or sleeping (for example, Xanax, Ativan, Klonopin), medications for ADHD (for example, Adderall or Ritalin).",integer,,,,0|1|2|3|4,,,,0=Daily or Almost Daily|1=Weekly|2=Monthly|3=Less Than Monthly|4=Never,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_1,"5. In the PAST 3 MONTHS, did you smoke a cigarette containing tobacco?","In the past 7 days...: 5. In the PAST 3 MONTHS, did you smoke a cigarette containing tobacco?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_1a,"a. In the PAST 3 MONTHS, did you usually smoke more than 10 cigarettes each day?","In the past 7 days...: a. In the PAST 3 MONTHS, did you usually smoke more than 10 cigarettes each day?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_1b,"b. In the PAST 3 MONTHS, did you usually smoke within 30 minutes after waking?","In the past 7 days...: b. In the PAST 3 MONTHS, did you usually smoke within 30 minutes after waking?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_2,"6. In the PAST 3 MONTHS, did you have a drink containing alcohol?","In the past 7 days...: 6. In the PAST 3 MONTHS, did you have a drink containing alcohol?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_2a,"a. In the PAST 3 MONTHS, did you have 5 or more drinks (men)/4 or more drinks (women) containing alcohol in a day?","In the past 7 days...: a. In the PAST 3 MONTHS, did you have 5 or more drinks (men)/4 or more drinks (women) containing alcohol in a day?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_2b,"b.  In the PAST 3 MONTHS, have you tried and failed to control, cut down or stop drinking?","In the past 7 days...: b.  In the PAST 3 MONTHS, have you tried and failed to control, cut down or stop drinking?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_2c,"c. In the PAST 3 MONTHS, has anyone expressed concern about your drinking?","In the past 7 days...: c. In the PAST 3 MONTHS, has anyone expressed concern about your drinking?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_3,"7. In the PAST 3 MONTHS, did you use marijuana (hash, weed)?","In the past 7 days...: 7. In the PAST 3 MONTHS, did you use marijuana (hash, weed)?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_3a,"a. In the PAST 3 MONTHS, have you had a strong desire or urge to use marijuana at least once a week or more often?","In the past 7 days...: a. In the PAST 3 MONTHS, have you had a strong desire or urge to use marijuana at least once a week or more often?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_3b,"b. In the PAST 3 MONTHS, has anyone expressed concern about your use of marijuana?","In the past 7 days...: b. In the PAST 3 MONTHS, has anyone expressed concern about your use of marijuana?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_4,"8. In the PAST 3 MONTHS, did you use cocaine, crack, or methamphetamine (crystal meth)?","In the past 7 days...: 8. In the PAST 3 MONTHS, did you use cocaine, crack, or methamphetamine (crystal meth)?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_4a,"a. In the PAST 3 MONTHS, did you use cocaine, crack, or methamphetamine (crystal meth) at least once a week or more often?","In the past 7 days...: a. In the PAST 3 MONTHS, did you use cocaine, crack, or methamphetamine (crystal meth) at least once a week or more often?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_4b,"b. In the PAST 3 MONTHS, has anyone expressed concern about your use of cocaine, crack, or methamphetamine (crystal meth)?","In the past 7 days...: b. In the PAST 3 MONTHS, has anyone expressed concern about your use of cocaine, crack, or methamphetamine (crystal meth)?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_5,"9. In the PAST 3 MONTHS, did you use heroin?","In the past 7 days...: 9. In the PAST 3 MONTHS, did you use heroin?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_5a,"a. In the PAST 3 MONTHS, have you tried and failed to control, cut down or stop using heroin?","In the past 7 days...: a. In the PAST 3 MONTHS, have you tried and failed to control, cut down or stop using heroin?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_5b,"b. In the PAST 3 MONTHS, has anyone expressed concern about your use of heroin?","In the past 7 days...: b. In the PAST 3 MONTHS, has anyone expressed concern about your use of heroin?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_6,"10. In the PAST 3 MONTHS, did you use any other illegal or recreational drug (for example,
ecstasy/molly, GHB, poppers, LSD, mushrooms, special K, bath salts, synthetic marijuana ('spice'),
whip-its, etc.)?","In the past 7 days...: 10. In the PAST 3 MONTHS, did you use any other illegal or recreational drug (for example,
ecstasy/molly, GHB, poppers, LSD, mushrooms, special K, bath salts, synthetic marijuana ('spice'),
whip-its, etc.)?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_6a,"a. In the PAST 3 MONTHS, what were the other drug(s) you used?","In the past 7 days...: a. In the PAST 3 MONTHS, what were the other drug(s) you used?",string,,,,,,,,,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_7,"11. In the PAST 3 MONTHS, did you use a prescription opiate pain reliever (for example, Percocet,
Vicodin) not as prescribed or that was not prescribed for you?","In the past 7 days...: 11. In the PAST 3 MONTHS, did you use a prescription opiate pain reliever (for example, Percocet,
Vicodin) not as prescribed or that was not prescribed for you?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_7a,"a. In the PAST 3 MONTHS, have you tried and failed to control, cut down or stop using an opiate pain reliever?","In the past 7 days...: a. In the PAST 3 MONTHS, have you tried and failed to control, cut down or stop using an opiate pain reliever?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_7b,"b. In the PAST 3 MONTHS, has anyone expressed concern about your use of an opiate pain reliever?","In the past 7 days...: b. In the PAST 3 MONTHS, has anyone expressed concern about your use of an opiate pain reliever?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_8,"12. In the PAST 3 MONTHS, did you use a medication for anxiety or sleep (for example, Xanax, Ativan,
or Klonopin) not as prescribed or that was not prescribed for you?","In the past 7 days...: 12. In the PAST 3 MONTHS, did you use a medication for anxiety or sleep (for example, Xanax, Ativan,
or Klonopin) not as prescribed or that was not prescribed for you?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_8a,"a. In the PAST 3 MONTHS, have you had a strong desire or urge to use medications for anxiety or sleep at least once a week or more often?","In the past 7 days...: a. In the PAST 3 MONTHS, have you had a strong desire or urge to use medications for anxiety or sleep at least once a week or more often?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_8b,"b. In the PAST 3 MONTHS, has anyone expressed concern about your use of medication for anxiety or sleep?","In the past 7 days...: b. In the PAST 3 MONTHS, has anyone expressed concern about your use of medication for anxiety or sleep?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_9,"13. In the PAST 3 MONTHS, did you use a medication for ADHD (for example, Adderall, Ritalin) not as
prescribed or that was not prescribed for you?","In the past 7 days...: 13. In the PAST 3 MONTHS, did you use a medication for ADHD (for example, Adderall, Ritalin) not as
prescribed or that was not prescribed for you?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_9a,"a. In the PAST 3 MONTHS, did you use a medication for ADHD (for example, Adderall, Ritalin) at least once a week or more often?","In the past 7 days...: a. In the PAST 3 MONTHS, did you use a medication for ADHD (for example, Adderall, Ritalin) at least once a week or more often?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,taps2_9b,"b. In the PAST 3 MONTHS, has anyone expressed concern about your use of a medication for ADHD (for example, Adderall or Ritalin)?","In the past 7 days...: b. In the PAST 3 MONTHS, has anyone expressed concern about your use of a medication for ADHD (for example, Adderall or Ritalin)?",integer,,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,
0.3.2,bacpac_minimum_dataset_bmd,hrs_sleep,"Sleep Duration

During the past month, how many hours of actual sleep did you get at night? (This may be different than the number of hours and minutes you spent in bed).

hours of sleep per night","In the past 7 days...: Sleep Duration

During the past month, how many hours of actual sleep did you get at night? (This may be different than the number of hours and minutes you spent in bed).

hours of sleep per night",integer,,,,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19|20|21|22|23|24,,,,0=0|1=1|2=1.5|3=2|4=2.5|5=3|6=3.5|7=4|8=4.5|9=5|10=5.5|11=6|12=6.5|13=7|14=7.5|15=8|16=8.5|17=9|19=9.5|20=10|21=10.5|22=11|23=11.5|24=12,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,pfa11_v2,Are you able to do chores such as vacuuming or yard work?,Physical Function: Are you able to do chores such as vacuuming or yard work?,integer,,,,1|2|3|4|5,,,,1=Unable to do|2=With much difficulty|3=With some difficulty|4=With a little difficulty|5=Without any difficulty,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,pfa21_v2,Are you able to go up and down stairs at a normal pace?,Physical Function: Are you able to go up and down stairs at a normal pace?,integer,,,,1|2|3|4|5,,,,1=Unable to do|2=With much difficulty|3=With some difficulty|4=With a little difficulty|5=Without any difficulty,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,pfa23_v2,Are you able to go for a walk of at least 15 minutes?,Physical Function: Are you able to go for a walk of at least 15 minutes?,integer,,,,1|2|3|4|5,,,,1=Unable to do|2=With much difficulty|3=With some difficulty|4=With a little difficulty|5=Without any difficulty,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,pfa53_v2,Are you able to run errands and shop?,Physical Function: Are you able to run errands and shop?,integer,,,,1|2|3|4|5,,,,1=Unable to do|2=With much difficulty|3=With some difficulty|4=With a little difficulty|5=Without any difficulty,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,edanx01_v2,I felt fearful................................,Anxiety: I felt fearful................................,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Always,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,edanx40_v2,I found it hard to focus on anything other than my anxiety................,Anxiety: I found it hard to focus on anything other than my anxiety................,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Always,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,edanx41_v2,My worries overwhelmed me............................................,Anxiety: My worries overwhelmed me............................................,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Always,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,edanx53_v2,I felt uneasy.........................................................,Anxiety: I felt uneasy.........................................................,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Always,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,eddep04,Depression: In the past 7 days:I felt worthless............,Depression: In the past 7 days......................: Depression: In the past 7 days:I felt worthless............,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Always,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,eddep06,Depression: In the past 7 days:I felt helpless...............,Depression: In the past 7 days......................: Depression: In the past 7 days:I felt helpless...............,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Always,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,eddep29,Depression: In the past 7 days: I felt depressed...........,Depression: In the past 7 days......................: Depression: In the past 7 days: I felt depressed...........,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Always,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,eddep41,Depression: In the past 7 days: I felt hopeless..............,Depression: In the past 7 days......................: Depression: In the past 7 days: I felt hopeless..............,integer,,,,1|2|3|4|5,,,,1=Never|2=Rarely|3=Sometimes|4=Often|5=Always,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,hl7,Fatigue During the past 7 days: I feel fatigued................................,Fatigue During the past 7 days...: Fatigue During the past 7 days: I feel fatigued................................,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,an3,I have trouble starting things because I am tired...........................,Fatigue During the past 7 days...: I have trouble starting things because I am tired...........................,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,fatexp41_fatigue,How run-down did you feel on average?....................................,Fatigue In the past 7 days...: How run-down did you feel on average?....................................,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,fatexp40_fatigue,How fatigued were you on average?...........................................,Fatigue In the past 7 days...: How fatigued were you on average?...........................................,integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,sleep109,"Sleep Disturbance In the past 7 days...,My sleep quality was.........................","Sleep Disturbance In the past 7 days...: Sleep Disturbance In the past 7 days...,My sleep quality was.........................",integer,,,,5|4|3|2|1,,,,5=Very poor|4=Poor|3=Fair|2=Good|1=Very good,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,sleep_116,"Sleep Disturbance In the past 7 days...,My sleep was refreshing.................","Sleep Disturbance In the past 7 days...: Sleep Disturbance In the past 7 days...,My sleep was refreshing.................",integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,sleep20,"Sleep Disturbance In the past 7 days...,I had a problem with my sleep..........","Sleep Disturbance In the past 7 days...: Sleep Disturbance In the past 7 days...,I had a problem with my sleep..........",integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,sleep44,"Sleep Disturbance In the past 7 days...,I had difficulty falling asleep..............","Sleep Disturbance In the past 7 days...: Sleep Disturbance In the past 7 days...,I had difficulty falling asleep..............",integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
0.3.2,promis29_2_all,sleep_restless,"Sleep Disturbance In the past 7 days...,My sleep was restless..............","Sleep Disturbance In the past 7 days...: Sleep Disturbance In the past 7 days...,My sleep was restless..............",integer,,,,1|2|3|4|5,,,,1=Not at all|2=A little bit|3=Somewhat|4=Quite a bit|5=Very much,,,,,,,,,,,,,,,,
