module,name,title,description,type,format,constraints.maxLength,constraints.enum,constraints.pattern,constraints.maximum,constraints.minimum,encodings,ordered,missingValues,trueValues,falseValues,repo_link,standardsMappings.type,standardsMappings.label,standardsMappings.url,standardsMappings.source,standardsMappings.id,relatedConcepts.type,relatedConcepts.label,relatedConcepts.url,relatedConcepts.source,relatedConcepts.id,univarStats.median,univarStats.mean,univarStats.std,univarStats.min,univarStats.max,univarStats.mode,univarStats.count,univarStats.twentyFifthPercentile,univarStats.seventyFifthPercentile,univarStats.categoricalMarginals.name,univarStats.categoricalMarginals.count
baseline_assessment,happen,m. I wonder whether something serious may happen,"19. Pain  (PCS)

Using the following scale, please indicate the degree to which you have these thoughts and feelings when you are experiencing pain.: m. I wonder whether something serious may happen",integer,,,0|1|2|3|4,,,,0=0 Not at all|1=1 To a slight degree|2=2 To a moderate degree|3=3 To a great degree|4=4 All the time,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,pcs_total,PCS Total,"19. Pain  (PCS)

Using the following scale, please indicate the degree to which you have these thoughts and feelings when you are experiencing pain.: PCS Total[calculation: sum([pain],[go],[terrible],[awful],[stand],[worse],[events],[goaway],[mind],[hurts],[stop],[reduce],[happen])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,rumination,"Rumination - sum of items h, i, j, k","19. Pain  (PCS)

Using the following scale, please indicate the degree to which you have these thoughts and feelings when you are experiencing pain.: Rumination - sum of items h, i, j, k[calculation: sum([goaway],[mind],[hurts],[stop])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,magnification_sum,"Magnification - sum of items f, g, m","19. Pain  (PCS)

Using the following scale, please indicate the degree to which you have these thoughts and feelings when you are experiencing pain.: Magnification - sum of items f, g, m[calculation: sum([worse],[events],[happen])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,helplessness_sum,"Helplessness - sum of items a, b, c, d, e, l","19. Pain  (PCS)

Using the following scale, please indicate the degree to which you have these thoughts and feelings when you are experiencing pain.: Helplessness - sum of items a, b, c, d, e, l[calculation: sum([pain],[go],[terrible],[awful],[stand],[reduce])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,chores,a. Are you able to do chores such as vacuuming or yard work?,"20. PROMIS Adult self-report

Physical Function: a. Are you able to do chores such as vacuuming or yard work?",integer,,,5|4|3|2|1,,,,5=5 - Without any difficulty|4=4 - With a little difficulty|3=3 - With some difficulty|2=2 - With much difficulty|1=1 - Unable to do,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,stairs,b. Are you able to go up and down stairs at a normal pace?,"20. PROMIS Adult self-report

Physical Function: b. Are you able to go up and down stairs at a normal pace?",integer,,,5|4|3|2|1,,,,5=5 - Without any difficulty|4=4 - With a little difficulty|3=3 - With some difficulty|2=2 - With much difficulty|1=1 - Unable to do,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,walk,c. Are you able to go for a walk of at least 15 minutes?,"20. PROMIS Adult self-report

Physical Function: c. Are you able to go for a walk of at least 15 minutes?",integer,,,5|4|3|2|1,,,,5=5 - Without any difficulty|4=4 - With a little difficulty|3=3 - With some difficulty|2=2 - With much difficulty|1=1 - Unable to do,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,shop,d. Are you able to run errands and shop?,"20. PROMIS Adult self-report

Physical Function: d. Are you able to run errands and shop?",integer,,,5|4|3|2|1,,,,5=5 - Without any difficulty|4=4 - With a little difficulty|3=3 - With some difficulty|2=2 - With much difficulty|1=1 - Unable to do,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,phy_function,"PROMIS Total
Physical Function","20. PROMIS Adult self-report

Physical Function: PROMIS Total
Physical Function[calculation: sum([chores],[stairs],[walk],[shop])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,rundown,a. How run-down did you feel on average?,"21. PROMIS Adult Self-report 

Fatigue

In the past 7 days: a. How run-down did you feel on average?",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,fatigued,b. How fatigued were you on average?,"21. PROMIS Adult Self-report 

Fatigue

In the past 7 days: b. How fatigued were you on average?",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,feel,c. I feel fatigued,"21. PROMIS Adult Self-report 

Fatigue

In the past 7 days: c. I feel fatigued",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,trouble,d. I have trouble starting things because I am tired,"21. PROMIS Adult Self-report 

Fatigue

In the past 7 days: d. I have trouble starting things because I am tired",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,fatigue_total,Fatigue Total,"21. PROMIS Adult Self-report 

Fatigue

In the past 7 days: Fatigue Total[calculation: sum([rundown],[fatigued],[feel],[trouble])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,sleep_quality,a. My sleep quality was,"22. PROMIS Adult Self-report

Sleep Disturbance

In the past 7 days...: a. My sleep quality was",integer,,,5|4|3|2|1,,,,5=5 Very poor|4=4 Poor|3=3 Fair|2=2 Good|1=1 Very good,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,refreshing,b. My sleep was refreshing,"22. PROMIS Adult Self-report

Sleep Disturbance

In the past 7 days...: b. My sleep was refreshing",integer,,,5|4|3|2|1,,,,5=5 Not at all|4=4 A little bit|3=3 Somewhat|2=2 Quite a bit|1=1 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,my_sleep,c. I had a problem with my sleep,"22. PROMIS Adult Self-report

Sleep Disturbance

In the past 7 days...: c. I had a problem with my sleep",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,diff_sleep,d. I had difficulty falling asleep,"22. PROMIS Adult Self-report

Sleep Disturbance

In the past 7 days...: d. I had difficulty falling asleep",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,slp_distotal,Sleep Disturbance Total,"22. PROMIS Adult Self-report

Sleep Disturbance

In the past 7 days...: Sleep Disturbance Total[calculation: sum([sleep_quality],[refreshing],[my_sleep],[diff_sleep])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,hard_sleep,a. I had a hard time getting things done because I was sleepy,"23. PROMIS Adult Self-report

Sleep Related Impairment

In the past 7 days...: a. I had a hard time getting things done because I was sleepy",integer,,,1|2|3|4|5,,,,1=Not at all 1|2=A little bit 2|3=Somewhat 3|4=Quite a bit 4|5=Very much 5,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,prob_sleep,b. I had problems during the day because of poor sleep,"23. PROMIS Adult Self-report

Sleep Related Impairment

In the past 7 days...: b. I had problems during the day because of poor sleep",integer,,,1|2|3|4|5,,,,1=Not at all 1|2=A little bit 2|3=Somewhat 3|4=Quite a bit 4|5=Very much 5,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,concen_sleep,c. I had a hard time concentrating because of poor sleep,"23. PROMIS Adult Self-report

Sleep Related Impairment

In the past 7 days...: c. I had a hard time concentrating because of poor sleep",integer,,,1|2|3|4|5,,,,1=Not at all 1|2=A little bit 2|3=Somewhat 3|4=Quite a bit 4|5=Very much 5,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,tired_sleep,d. I felt tired,"23. PROMIS Adult Self-report

Sleep Related Impairment

In the past 7 days...: d. I felt tired",integer,,,1|2|3|4|5,,,,1=Not at all 1|2=A little bit 2|3=Somewhat 3|4=Quite a bit 4|5=Very much 5,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,irrit_sleep,e. I felt irritable because of poor sleep,"23. PROMIS Adult Self-report

Sleep Related Impairment

In the past 7 days...: e. I felt irritable because of poor sleep",integer,,,1|2|3|4|5,,,,1=Not at all 1|2=A little bit 2|3=Somewhat 3|4=Quite a bit 4|5=Very much 5,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,day_sleep,f. I was sleepy during the daytime,"23. PROMIS Adult Self-report

Sleep Related Impairment

In the past 7 days...: f. I was sleepy during the daytime",integer,,,1|2|3|4|5,,,,1=Not at all 1|2=A little bit 2|3=Somewhat 3|4=Quite a bit 4|5=Very much 5,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,awake_sleep,g. I had trouble staying awake during the day,"23. PROMIS Adult Self-report

Sleep Related Impairment

In the past 7 days...: g. I had trouble staying awake during the day",integer,,,1|2|3|4|5,,,,1=Not at all 1|2=A little bit 2|3=Somewhat 3|4=Quite a bit 4|5=Very much 5,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,woke_up,h. I felt alert when I woke up,"23. PROMIS Adult Self-report

Sleep Related Impairment

In the past 7 days...: h. I felt alert when I woke up",integer,,,5|4|3|2|1,,,,"5=Not at all 5|4=A little bit 4|3=Somewhat 3|2=Quite a bit	2|1=Very much 1",,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,slprealted_impair,Sleep Realted Impairment Total,"23. PROMIS Adult Self-report

Sleep Related Impairment

In the past 7 days...: Sleep Realted Impairment Total[calculation: sum([hard_sleep],[prob_sleep],[concen_sleep],[tired_sleep],[irrit_sleep],[day_sleep],[awake_sleep],[woke_up])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,leisure_ac,a. I have trouble doing all of my regular leisure activities with others,"24. PROMIS Adult Self-report

Ability to participate in social roles and activities: a. I have trouble doing all of my regular leisure activities with others",integer,,,5|4|3|2|1,,,,5=5 Never|4=4 Rarely|3=3 Sometimes|2=2 Usually|1=1 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,family_ac,b. I have trouble doing all of the family activities that I want to do,"24. PROMIS Adult Self-report

Ability to participate in social roles and activities: b. I have trouble doing all of the family activities that I want to do",integer,,,5|4|3|2|1,,,,5=5 Never|4=4 Rarely|3=3 Sometimes|2=2 Usually|1=1 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,work_ac,c. I have trouble doing all of my usual work (include work at home),"24. PROMIS Adult Self-report

Ability to participate in social roles and activities: c. I have trouble doing all of my usual work (include work at home)",integer,,,5|4|3|2|1,,,,5=5 Never|4=4 Rarely|3=3 Sometimes|2=2 Usually|1=1 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,friends_ac,d. I have trouble doing all the activities with friends that I want to do,"24. PROMIS Adult Self-report

Ability to participate in social roles and activities: d. I have trouble doing all the activities with friends that I want to do",integer,,,5|4|3|2|1,,,,5=5 Never|4=4 Rarely|3=3 Sometimes|2=2 Usually|1=1 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,social_total,Social Total,"24. PROMIS Adult Self-report

Ability to participate in social roles and activities: Social Total[calculation: sum([leisure_ac],[family_ac],[work_ac],[friends_ac])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,painav,How would you rate your pain on average?,"25. PROMIS Adult Self-report

Pain Intensity

In the past 7 days...: How would you rate your pain on average?",integer,,,0|1|2|3|4|5|6|7|8|9|10,,,,0=0 No pain|1=1|2=2|3=3|4=4|5=5|6=6|7=7|8=8|9=9|10=10 Worst pain imaginable,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,pain_ac,a. How much did pain interfere with your day to day activities?,"26. PROMIS Adult Self-report

Pain Interference

In the past 7 days...: a. How much did pain interfere with your day to day activities?",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,pain_home,b. How much did pain interfere with work around the home?,"26. PROMIS Adult Self-report

Pain Interference

In the past 7 days...: b. How much did pain interfere with work around the home?",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,pain_social,c. How much did pain interfere with your ability to participate in social activities?,"26. PROMIS Adult Self-report

Pain Interference

In the past 7 days...: c. How much did pain interfere with your ability to participate in social activities?",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,pain_chores,d. How much did pain interfere with your household chores,"26. PROMIS Adult Self-report

Pain Interference

In the past 7 days...: d. How much did pain interfere with your household chores",integer,,,1|2|3|4|5,,,,1=1 Not at all|2=2 A little bit|3=3 Somewhat|4=4 Quite a bit|5=5 Very much,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,pain_inter,Pain Interference Total,"26. PROMIS Adult Self-report

Pain Interference

In the past 7 days...: Pain Interference Total[calculation: sum([pain_ac],[pain_home],[pain_social],[pain_chores])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,squirm,a. When I was in pain I squirmed,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: a. When I was in pain I squirmed",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,grimace,b. When I was in pain I grimaced,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: b. When I was in pain I grimaced",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,groan,c. When I was in pain I groaned,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: c. When I was in pain I groaned",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,knees,d. When I was in pain I drew my knees up,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: d. When I was in pain I drew my knees up",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,purse,e. When I was in pain I bit or pursed my lips,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: e. When I was in pain I bit or pursed my lips",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,avoid,f. When I was in pain I avoided physical contact with others,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: f. When I was in pain I avoided physical contact with others",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,talked,g. When I was in pain I talked about the pain,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: g. When I was in pain I talked about the pain",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,rubbed,h. When I was in pain I rubbed the site of the pain,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: h. When I was in pain I rubbed the site of the pain",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,pillow,i. When I was in pain I used pillows or other objects to get more comfortable,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: i. When I was in pain I used pillows or other objects to get more comfortable",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,breathe,j. When I was in pain I changed how I breathe,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: j. When I was in pain I changed how I breathe",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,breaks,k. When I was in pain I took breaks,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: k. When I was in pain I took breaks",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,dochores,l. When I was in pain I told people I couldn't do my usual chores,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: l. When I was in pain I told people I couldn't do my usual chores",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,face,m. When I was in pain it showed on my face,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: m. When I was in pain it showed on my face",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,dothings,n. When I was in pain I told people I couldn't do things with them,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: n. When I was in pain I told people I couldn't do things with them",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,helpme,o. When I was in pain I asked for someone to help me,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: o. When I was in pain I asked for someone to help me",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,stay,p. When I was in pain I stayed very still,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: p. When I was in pain I stayed very still",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,laydown,q. When I was in pain I lay down,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: q. When I was in pain I lay down",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,muscles,r. When I was in pain my muscles tensed up,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: r. When I was in pain my muscles tensed up",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,posture,s. When I was in pain I changed my posture,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: s. When I was in pain I changed my posture",integer,,,1|2|3|4|5,,,,1=1 Never|2=2 Rarely|3=3 Sometimes|4=4 Often|5=5 Always,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,painbehavior_total,Pain Behavior Total,"27. PROMIS Adult Self-report

Pain Behavior

In the past 7 days: Pain Behavior Total[calculation: sum([squirm],[grimace],[groan],[knees],[purse],[avoid],[talked],[rubbed],[pillow],[breathe],[breaks],[dochores],[face],[dothings],[helpme],[stay],[laydown],[muscles],[posture])]",number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,asthma,"a. Asthma, emphysema or chronic bronchitis","28. MEDICAL DIAGNOSIS

Please tell us if a doctor or another health care worker has diagnosed you with or treated you for any of the following in the past 3 years.: a. Asthma, emphysema or chronic bronchitis",integer,,,1|0|2,,,,1=Yes|0=No|2=Don't know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,hypertension,b. Hypertension,"28. MEDICAL DIAGNOSIS

Please tell us if a doctor or another health care worker has diagnosed you with or treated you for any of the following in the past 3 years.: b. Hypertension",integer,,,1|0|2,,,,1=Yes|0=No|2=Don't know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,high_blood_sugar,c. High blood sugar or Diabetes,"28. MEDICAL DIAGNOSIS

Please tell us if a doctor or another health care worker has diagnosed you with or treated you for any of the following in the past 3 years.: c. High blood sugar or Diabetes",integer,,,1|0|2,,,,1=Yes|0=No|2=Don't know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,heart,"d. Angina, heart failure or other types of heart disease","28. MEDICAL DIAGNOSIS

Please tell us if a doctor or another health care worker has diagnosed you with or treated you for any of the following in the past 3 years.: d. Angina, heart failure or other types of heart disease",integer,,,1|0|2,,,,1=Yes|0=No|2=Don't know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,neruo,"e. Stroke, seizures, Parkinson's Disease or another neurological condition","28. MEDICAL DIAGNOSIS

Please tell us if a doctor or another health care worker has diagnosed you with or treated you for any of the following in the past 3 years.: e. Stroke, seizures, Parkinson's Disease or another neurological condition",integer,,,1|0|2,,,,1=Yes|0=No|2=Don't know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,liver,f. Liver disease,"28. MEDICAL DIAGNOSIS

Please tell us if a doctor or another health care worker has diagnosed you with or treated you for any of the following in the past 3 years.: f. Liver disease",integer,,,1|0|2,,,,1=Yes|0=No|2=Don't know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,kidney,g. Kidney or renal disease,"28. MEDICAL DIAGNOSIS

Please tell us if a doctor or another health care worker has diagnosed you with or treated you for any of the following in the past 3 years.: g. Kidney or renal disease",integer,,,1|0|2,,,,1=Yes|0=No|2=Don't know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,cancer,h. Cancer,"28. MEDICAL DIAGNOSIS

Please tell us if a doctor or another health care worker has diagnosed you with or treated you for any of the following in the past 3 years.: h. Cancer",integer,,,1|0|2,,,,1=Yes|0=No|2=Don't know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,med_other,i. Other,"28. MEDICAL DIAGNOSIS

Please tell us if a doctor or another health care worker has diagnosed you with or treated you for any of the following in the past 3 years.: i. Other",integer,,,1|0|2,,,,1=Yes|0=No|2=Don't know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,codeine,Codeine (Tylenol or acetaminophen with codeine),29. Which of the following medications have you taken in the past 7 days?: Codeine (Tylenol or acetaminophen with codeine),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,tramadol,Tramadol,29. Which of the following medications have you taken in the past 7 days?: Tramadol,integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,hydrocodone,"Hydrocodone with acetaminophen (Vicodin, Lorcet, Lortab)","29. Which of the following medications have you taken in the past 7 days?: Hydrocodone with acetaminophen (Vicodin, Lorcet, Lortab)",integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,oxycodone,"Oxycodone (Percocet, OxyContin, Roxicodone, OxyIR)","29. Which of the following medications have you taken in the past 7 days?: Oxycodone (Percocet, OxyContin, Roxicodone, OxyIR)",integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,oxymorphone,Oxymorphone (Opana),29. Which of the following medications have you taken in the past 7 days?: Oxymorphone (Opana),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,morphine,Morphine immediate release (morphine IR),29. Which of the following medications have you taken in the past 7 days?: Morphine immediate release (morphine IR),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,morphine2,"Morphine sustained release (Avinza, Oramorph, MS Contin, Kadian)","29. Which of the following medications have you taken in the past 7 days?: Morphine sustained release (Avinza, Oramorph, MS Contin, Kadian)",integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,fentanyl,Fentanyl (Duragesic) patch,29. Which of the following medications have you taken in the past 7 days?: Fentanyl (Duragesic) patch,integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,fentanyl_buccal_sublingual,Fentanyl buccal/sublingual,29. Which of the following medications have you taken in the past 7 days?: Fentanyl buccal/sublingual,integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,methadone,Methadone,29. Which of the following medications have you taken in the past 7 days?: Methadone,integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,buprenorphine_patch_butran,Buprenorphine patch (BuTrans),29. Which of the following medications have you taken in the past 7 days?: Buprenorphine patch (BuTrans),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,buprenorphine_buccal_or_su,Buprenorphine buccal or sublingual,29. Which of the following medications have you taken in the past 7 days?: Buprenorphine buccal or sublingual,integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,tapentadol_nucynta,Tapentadol (Nucynta),29. Which of the following medications have you taken in the past 7 days?: Tapentadol (Nucynta),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,hydromorphone_dilaudid,Hydromorphone (Dilaudid),29. Which of the following medications have you taken in the past 7 days?: Hydromorphone (Dilaudid),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,meperidine_demerol,Meperidine (Demerol),29. Which of the following medications have you taken in the past 7 days?: Meperidine (Demerol),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,duloxetine_cymbalta,Duloxetine (Cymbalta),29. Which of the following medications have you taken in the past 7 days?: Duloxetine (Cymbalta),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,milnacipran_savella,Milnacipran (Savella),29. Which of the following medications have you taken in the past 7 days?: Milnacipran (Savella),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,pregabalin_lyrica,Pregabalin (Lyrica),29. Which of the following medications have you taken in the past 7 days?: Pregabalin (Lyrica),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_assessment,gabapentin_neurontin,Gabapentin (Neurontin),29. Which of the following medications have you taken in the past 7 days?: Gabapentin (Neurontin),integer,,,1|0,,,,1=Yes|0=No,,,,,,,,,,,,,,,,,,,,,,,,,,
